Indian Port,Cush,BE_NO,BE_DATE,CTH,ITEM,GRADE,QTY,UQC,UNIT_VALUE_INR,InvoiceUnitPriceFC,Invoice_Currency,TOTAL_VALUE,UPI,Total_Duty_Paid,IEC,IMPORTER,ADDRESS,CITY,Supp_Name,Supp_Address,CHA_NAME,Port_Of_Shipment,COUNTRY
Jnpt,Innsa1,0,2025-12-29,29419090,Azithromycin Amine(Not For Medicinal Use) Azithromycin Amine(Not For Medicinal Use),USP,984,Kg,11045.63,121,Usd,55228140,,15317524,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing, Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Sinobright Pharmaceutical Industries Ltd,"Sinobright Pharmaceutical Industries Limitedoffice F,32/F,Plaza 88 No.88 Yeung Uk Road. Tsuen Wan, Nt,Hong Kong,Ch Ina Chinachina",29,Shanghai,China
Jnpt,Innsa1,0,2025-12-27,29413090,Azithromycin Amine Having Purity Nmt 94% Azithromycin Amine Having Purity Nmt 94%,USP,992,Kg,11226.8,123,Usd,67360832,,18682526,0388036591,Mehta Pharmaceutical Industries,"314,Janki Centre,Plot No.29, Shah Indl Est,Off Veera Desai Rd",Andheri(W) Maharashtra,Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co., Ltd.Pacific Road No. 1, Nuanquan Econom Ic Zone, Helan County,Yinchuan, Nin Gxia, China Chinachina",29,Shanghai,China
Jnpt,Innsa1,0,2025-12-26,29419090,Azithromycin Ip Azithromycin Ip,IP,994.5,Kg,12779.41,140,Usd,16537064,,3346275,0395065895,G C Chemie Pharmie Ltd,"5/C Shree Laxmi Industraial Estate, New Link Road, Andheri (W)","Mumbai, Maharashtra",Brilliant Pharmaceutical Ltd,"Brilliant Pharmaceutical Limited..Unit 02,25/F Wai Wah Commercial Cen Tre No.6 Wilmer Street,Sai Ying Pun,Hong Kong Chinachina",29,Shanghai,China
Bombay Air Cargo,Inbom4,0,2025-12-01,29415000,Azithromycin Amine Azithromycin Amine,USP,1000,Kg,10561,118,Usd,528050,,146454.7,Aahcv3542J,Vincit Labs Pvt Ltd,"1C,1St Floor,Big Jos Tower, A-8 Netaji Subhash Place, Pitampura Contact No: 919015782517",New Delhi,Hangzhou Dawn Ray Pharmaceutical Co Ltd,"Hangzhou Dawn Ray Pharmaceutical Co Ltd1613,Guangyin Building No 42 E Feng Qi Road Hangzhou Hangzhou - 310012, , China Chinachina",29,Hong Kong,China
Jnpt,Innsa1,2110185,2025-05-17,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,1000,Kg,10674.43,123.5,Usd,47501228,,13174465,0388114533,Mehta Api Pvt Ltd,315-318 Janki Centre Pl No.29 Shah Indl Est. Off Veera D. Rd Andheri-W,"Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,China
Jnpt,Innsa1,3464864,2025-07-24,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,1000,Kg,10674.43,124.7,Usd,38961660,,10806017,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah,Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Heilongjiang Lianshun Biotech Co., Ltd.Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,China
Jnpt,Innsa1,0,2025-08-24,29415000,Azithromycin Amine,USP,1000,Kg,10679.85,121.5,Usd,64079100,,0,3410006061,Alembic Pharmaceuticals Ltd,,,,,29,,China
Jnpt,Innsa1,3587031,2025-07-30,29419090,Azithromycin Amine Azithromycin Amine,USP,1000,Kg,10681.8,124.79,Usd,53409016,,14812991,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing,,Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Hongkong Osiris International Co Ltd,"Hongkong Osiris International Company Limitedroom 1003, 10/F Tower 1, Lippo Cent Re 89 Queensway Admiralty H.K. Hong Kong, , China China",29,Shanghai,China
Jnpt,Innsa1,3542044,2025-07-28,29419090,Azithromycin Amine Azithromycin Amine,USP,1000,Kg,10693.84,124.93,Usd,10693845,,0,0391129988,Unimax Chemicals Pvt Ltd,"E-116, M.I.D.C., Tarapur,Boisar, Dist. Thane,",,Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co., Ltdpacific Road No.1 Nuanquan Economic Zone,Helan Country, Yinchuanningxi A, China",29,Shanghai,China
Jnpt,Innsa1,3453229,2025-07-24,29419090,Azithromycin Amine. Azithromycin Amine.,USP,1000,Kg,10713.6,125.16,Usd,33747840,,9359963,3498003259,Envee Drugs Pvt Ltd,"N.H. No.8, B/H. K. Manibhai Godown,Dumral, Tal. Nadiad",Dist. Kheda (Gujarat),Brilliant Pharmaceutical Ltd,"Brilliant Pharmaceutical Limited.Office F, 32/F, Plaza 88 No.88 Yeun G Uk Road, Tsuen Wan Nt, Hong Kong China ., ., China China",29,Shanghai,China
Jnpt,Innsa1,3207017,2025-07-11,29419090,Azithromycin Amine. Azithromycin Amine.,USP,1000,Kg,10757,125.67,Usd,32271000,,8950362,3498003259,Envee Drugs Pvt Ltd,"N.H. No.8, B/H. K. Manibhai Godown,Dumral, Tal. Nadiad",Dist. Kheda (Gujarat),Brilliant Pharmaceutical Ltd,"Brilliant Pharmaceutical Limited.Office F, 32/F, Plaza 88 No.88 Yeun G Uk Road, Tsuen Wan Nt, Hong Kong China ., ., China China",29,Shanghai,China
Jnpt,Innsa1,3607580,2025-07-31,29419090,Azithromycin Amine Azithromycin Amine,USP,1000,Kg,10769.4,125.81,Usd,21538796,,5973785,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing,,Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Cspc Ouyi Pharmaceutical Co Ltd,"Cspc Ouyi Pharmaceutical Co.,Ltdn0.88 Yangzi Road, Economic And Tec Hnological Development Zone, Shijia Zhuang, Hebei, China Hebei, , China China",29,Shanghai,China
Jnpt,Innsa1,0,2025-08-26,29415000,Azithromycin Amine (Having Purity Nmt 94%),USP,1000,Kg,10815.9,123,Usd,54079500,,0,0388114533,Mehta Api Pvt Ltd,,,,,29,,China
Jnpt,Innsa1,0,2025-08-22,29415000,Azithromycin Amine (Having Purity Nmt 94%),USP,1000,Kg,10816.02,123,Usd,53268924,,0,0388114533,Mehta Api Pvt Ltd,,,,,29,,China
Jnpt,Innsa1,8641052,2025-03-01,29415000,Azithromycinamine (Having Purity Nmt 94%) Azithromycinamine (Having Purity Nmt 94%),USP,1000,Kg,10843.02,123.5,Usd,93249960,,25862876,388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah,Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co,"Jianghe Integration Green Intellige Industrial Zone, Xinli Village, Zhongxinhe Town, Qiezihe District China",29,Shanghai,China
Jnpt,Innsa1,8640987,2025-03-01,29415000,Azithromycinamine (Having Purity Nmt 94%) Azithromycinamine (Having Purity Nmt 94%),USP,1000,Kg,10843.15,123.5,Usd,114937336,,31877870,388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah,Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co,"Jianghe Integration Green Intellige Industrial Zone, Xinli Village, Zhongxinhe Town, Qiezihe District China",29,Shanghai,China
Jnpt,Innsa1,8980901,2025-03-19,29415000,Azithromycin Amine (Having Purity Nmt 94Pct) Azithromycin Amine (Having Purity Nmt 94Pct),USP,1000,Kg,10848.05,123.5,Usd,54240244,,10975513,388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah,Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,China
Jnpt,Innsa1,8870552,2025-03-13,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,1000,Kg,10848.21,123.5,Usd,54241044,,15043753,303015195,Pragati Raw Pharma Pvt Ltd,"401, Sai Chambers, Near Santacruz,Bus Depot, Santacruz (East)","Mumbai, Maharashtra.",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,China
Jnpt,Innsa1,8870564,2025-03-13,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,1000,Kg,10848.21,123.5,Usd,54241044,,15043753,303015195,Pragati Raw Pharma Pvt Ltd,"401, Sai Chambers, Near Santacruz,Bus Depot, Santacruz (East)","Mumbai, Maharashtra.",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,China
Madras Sea,Inmaa1,8452130,2025-02-19,29415000,Azithromycin Amine Azithromycin Amine,USP,1000,Kg,10873.2,125.85,Usd,24464700,,6785284.5,0588001651,Jubilant Pharmova Ltd,"Plot No.1-A Sec-16A,Institutional Area,",Noida (U.P) India,Ningxia Taiyicin Biotech Co Ltd,"Pacific Road ,No.1,Nuanquan Economi C Zon E, Helan County, Yinchuan Cit Y, Ningxia Province, China , , Chin China",29,Shanghai,China
Varnama,Invrm6,0,2025-08-25,29415000,Azithromycin Amine,USP,1000,Kg,10895.58,124,Usd,13281708,,0,0889010374,Century Pharmaceuticals Ltd,,,,,29,,China
Varnama,Invrm6,0,2025-08-25,29415000,Azithromycin Amine,USP,1000,Kg,10900.05,124,Usd,117513488,,0,0889010374,Century Pharmaceuticals Ltd,,,,,29,,China
Jnpt,Innsa1,0,2025-08-25,29415000,Azithromycin Amine,USP,1000,Kg,10943.55,124.5,Usd,43774200,,0,0399015035,Kopran Research Laboratories Ltd,,,,,29,,China
Jnpt,Innsa1,8369443,2025-02-15,29419090,Azithromycin Amine. (Not For Medicine Use). Azithromycin Amine. (Not For Medicine Use).,USP,1000,Kg,10968.76,126.95,Usd,38390652,,10647647,3498003259,Envee Drugs Pvt Ltd,"N.H. No.8, B/H. K. Manibhai Godown,Dumral, Tal. Nadiad",Dist. Kheda (Gujarat),Ningxia Taiyicin Biotech Co Ltd,"Pacific Road No. 1, Nuanquan Econom Ic Zone, Helan County, Yinchuan, Ni Ngxia, China ., , China China",29,Shanghai,China
Icd Varnama,Invrm6,0,2025-12-01,29415000,Azithromycin Amine Azithromycin Amine,USP,1000,Kg,11008.5,123,Usd,132102000,,36638488,0889010374,Century Pharmaceuticals Ltd,"406,World Trade Centre,Sayajigunj, N/A",Vadodara Guj.,Heilongjiang Lianshun Biotech Co Ltd,"Heilongjiang Lianshun Biotech Co.,Ltdjianghe Integration Green Intellige Nce Industrial Zone, Xinli Village, Qiezihe District Qitaihe City, Chinachina",29,Shanghai,China
Jnpt,Innsa1,0,2025-12-12,29419090,Azithromycin Amine(Not For Medicinal Use) Azithromycin Amine(Not For Medicinal Use),USP,1000,Kg,11051.7,121,Usd,48627472,,13486830,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing, Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Sinobright Pharmaceutical Industries Ltd,"Sinobright Pharmaceutical Industries Limitedoffice F,32/F,Plaza 88 No.88 Yeung Uk Road. Tsuen Wan, Nt,Hong Kong,Ch Ina Chinachina",29,Shanghai,China
Jnpt,Innsa1,0,2025-12-10,29419090,Azithromycin Amine(Not For Medicinal Use) Azithromycin Amine(Not For Medicinal Use),USP,1000,Kg,11090.69,121,Usd,29944854,,8305205,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing, Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Sinobright Pharmaceutical Industries Ltd,"Sinobright Pharmaceutical Industries Limitedoffice F,32/F,Plaza 88 No.88 Yeung Uk Road. Tsuen Wan, Nt,Hong Kong,Ch Ina Chinachina",29,Shanghai,China
Bombay Air Cargo,Inbom4,0,2025-12-02,29419090,Azithromycin Amine (Not For Medicinal Use) Azithromycin Amine (Not For Medicinal Use),USP,1000,Kg,11099.5,121,Usd,15539304,,4309826,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing, Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Sinobright Pharmaceutical Industries Ltd,"Sinobright Pharmaceutical Industries Limitedoffice F, 32/F, Plaza 88 No.88, Yeu Ng Uk Road, Tsuen Wan, Hong Kong, Sdnf Chinachina",29,Shanghai - Pu Dong,China
Bombay Air Cargo,Inbom4,0,2026-02-17,29419090,Azithromycin Amine Azithromycin Amine,USP,1000,Kg,11299.93,121,Usd,33899796,,9402108,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing, Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Sinobright Pharmaceutical Industries Ltd,"Sinobright Pharmaceutical Industries Limited.,Office F, 32/F, Plaza 88 No.88 Yeun G Uk Road, Tsuen Wan Nt Hong Kong C Hina ., , China Chinachina",29,Chengdu,China
Bombay Air Cargo,Inbom4,0,2026-02-13,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,1000,Kg,11306.1,121,Usd,59357044,,16462677,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Hongkong Osiris International Co Ltd,"Hongkong Osiris International Company Limitedroom 1003 10/F Tower 1 Lippo Centre 89 Queensway Admiralty Hk Pudong/S Hanghai, , China Chinachina",29,Chongqing,China
Bombay Air Cargo,Inbom4,0,2026-02-17,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,1000,Kg,11306.65,121,Usd,47487936,,13170779,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Hongkong Osiris International Co Ltd,"Hongkong Osiris International Company Limitedroom 1003 10/F Tower 1 Lippo Centre 89 Queensway Admiralty Hk Pudong/S Hanghai, , China Chinachina",29,Chongqing,China
Bombay Air Cargo,Inbom4,0,2026-02-25,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,1000,Kg,11375.04,121,Usd,58865812,,16326433,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Hongkong Osiris International Co Ltd,"Hongkong Osiris International Company Limitedroom 1003 10/F Tower 1 Lippo Centre 89 Queensway Admiralty Hk Pudong/S Hanghai, , China Chinachina",29,Chongqing,China
Jnpt,Innsa1,0,2026-02-16,29419090,Azithromycin Amine Azithromycin Amine,USP,1000,Kg,11423.11,125,Usd,43407824,,12039160,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing, Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Hong Kong Xinsheng Medical Technology Co Ltd,"Hong Kong Xinsheng Medical Technology Co., Limitedroom 804, 8Th Floor , Far East Cons Ortium Building , 121 Des Voeux Roa D Central, Hong Kong Hong Kong, , H Hong Konghong Kong",29,Shanghai,China
Jnpt,Innsa1,0,2026-02-16,29419090,Azithromycin Amine Azithromycin Amine,USP,1000,Kg,11423.11,125,Usd,13707734,,0,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing, Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Hong Kong Xinsheng Medical Technology Co Ltd,"Hong Kong Xinsheng Medical Technology Co., Limitedroom 804, 8Th Floor , Far East Cons Ortium Building , 121 Des Voeux Roa D Central, Hong Kong Hong Kong, , H Hong Konghong Kong",29,Shanghai,China
Jnpt,Innsa1,7813279,2025-01-16,29419090,"Azithromycin Ip,Usp,Ep Azithromycin Ip,Usp,Ep",USP,1000,Kg,11777.6,136,Usd,23555200,,4766394.5,Advfs5201P,Shah C J World Llp,"57, 5Th Floor, Bajaj Bhavan,,Narim,An Point,","Mumbai,Maharashtra",Hebei Guolong Pharmaceutical Co Ltd,"No.9 Xingye Street, Shijiazhuang Economic And Technological Development Zone,Hebei Province Chi Cn",29,Xingang (China),China
Jnpt,Innsa1,7605715,2025-01-04,29419090,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep(Antibiotic),USP,1000,Kg,11777.6,136,Usd,23555200,,4766394.5,2207001415,Theon Pharmaceuticals Ltd,"House No. 50, Sector-28-A,,N/A",Chandigarh.,Hebei Guolong Pharmaceutical Co Ltd,"No-9, Xingye Street, Shijiazhuang E Conomic And Technological Developme Nt Zone,Shijiazhuang,Hebei, Hebei, China",29,Xingang (China),China
Jnpt,Innsa1,8466238,2025-02-20,29419090,Azithromycin Ip Azithromycin Ip,IP,1000,Kg,11835.09,136.98,Usd,11835095,,3282463.75,0395063981,Aquatic Remedies Ltd,"218/219, 2Nd Floor,Kailash Plaza,,Opp.Odeon Cinema, Vallabh Baug Lane","Ghatkopar East,Mumbai, Maharasthra",Brilliant Pharmaceuticals Ltd,"Office F, 32/F, Plaza 88 No, 88 Yeu Ng Uk Road Tsuen Wan, Nt Hong Kong Tsuen, , Hong Kong Hong Kong",29,Shanghai,Hong Kong
Jnpt,Innsa1,8392817,2025-02-17,29419090,Azithromycin Ip Azithromycin Ip,IP,1000,Kg,11835.09,136.98,Usd,23670190,,6564927.5,0395063981,Aquatic Remedies Ltd,"218/219, 2Nd Floor,Kailash Plaza,,Opp.Odeon Cinema, Vallabh Baug Lane","Ghatkopar East,Mumbai, Maharasthra",Brilliant Pharmaceuticals Ltd,"Office F, 32/F, Plaza 88 No, 88 Yeu Ng Uk Road Tsuen Wan, Nt Hong Kong Tsuen, , Hong Kong Hong Kong",29,Shanghai,Hong Kong
Delhi,Indel4,9036264,2025-03-22,29415000,Azithromycin Amine Batch No-13241108028 Azithromycin Amine,USP,1000,Kg,11872.8,136,Usd,296820,,60061.6,597009554,Mahima Lifesciences Pvt Ltd,"1705, 4Th Floor, Onkar Bhawan,Bhagirath Palace",Delhi,Hangzhou Dawn Ray Pharmaceutical Co Ltd,"Co.Ltd 1613 Guangyin Building,No,42 E.Fengqi Road,Hangzhou,310012 China China Sdnf",29,Beijing,China
Jnpt,Innsa1,3556499,2025-07-29,29419090,Azithromycin I.P. Azithromycin I.P.,USP,1000,Kg,11902.29,139.05,Usd,23804574,,6602198.5,0303042826,Gorang International,"48, Chandra Gupta Estate,,New Link Road, Andheri (West)","Mumbai, Maharashtra.",Brilliant Pharmaceutical Ltd,"Brilliant Pharmaceutical Limited.Office F, 32/F, Plaza 88 No.88 Yeun G Uk Road, Tsuen Wan Nt, Hong Kong China ., ., China China",29,Shanghai,China
Jnpt,Innsa1,3532476,2025-07-28,29419090,Azithromycin Ip Azithromycin Ip,IP,1000,Kg,11902.55,139.05,Usd,17853830,,4951759.5,0389035301,Ruskin Chemipharm,"No 28,Bhangwadi Shopping Arcade*Bhangwadi","Bombay ,Maharashtra",Sinobright Pharmaceutical Industrie Ltd,"Sinobright Pharmaceutical Industries Ltdoffice F, 32/F, Plaza 88 No, 88 Yeu Ng Uk Road Tsuen Wan, Nt Hong Kong Tsuen, , Hong Kong China China",29,Shanghai,China
Jnpt,Innsa1,3575753,2025-07-30,29419090,Azithromycin Ip Azithromycin Ip,IP,1000,Kg,11905.3,139.08,Usd,35715896,,9905803,0395063981,Aquatic Remedies Ltd,"218/219, 2Nd Floor,Kailash Plaza,,Opp.Odeon Cinema, Vallabh Baug Lane","Ghatkopar East,Mumbai, Maharasthra",Brilliant Pharmaceutical Ltd,"Brilliant Pharmaceutical Limitedoffice F, 32/F, Plaza 88 No, 88 Yeu Ng Uk Road Tsuen Wan, Nt Hong Kong Tsuen, , Hong Kong Hong Kong",29,Shanghai,China
Jnpt,Innsa1,8759244,2025-03-07,29415000,Azithromycin Ip/Usp Azithromycin Ip/Usp,USP,1000,Kg,11948.66,136,Usd,59743320,,16569810,388036591,Mehta Pharmaceutical Industries,"314,Janki Centre,Plot No.29,,Shah Indl Est,Off Veera Desai Rd",Andheri(W) Maharashtra,Brilliant Pharmaceuticals Ltd,"Office F,32/F,Plaza 88 No.88 Yeung Uk Road. Tsuen Wan, Nt,Hong Kong,Ch Ina China",29,Shanghai,China
Jnpt,Innsa1,7792304,2025-01-15,29415000,Azithromycin Ip Azithromycin Ip,IP,1000,Kg,11966.01,138,Usd,23932014,,6637544,0389039101,Sevantilal And Sons,"Dwarkadas Buildg,2Nd Floor,74/83.,Mangaldas Rd,","Mumbai ,Maharashtra",Brilliant Pharmaceutical Ltd,"Office F, 32/F, Plaza 88 No 88 Yeun G Uk Road, Tsuen Wan, Nt, Hongkong, , China China",29,Shanghai,China
Jnpt,Innsa1,8316238,2025-02-12,29415000,Azithromycin Dihydrate Ep11/Usp43/Ip2022 ( 25 Kg / Drum) Azithromycin Dihydrate Ep11/Usp43/Ip2022 ( 25 Kg / Drum),USP,1000,Kg,12033,139.27,Usd,6016500,,1172315,0390027456,Ajanta Pharma Ltd,"98, Govt.Industrial Area,,Charkop, Kandivali(W),",Mumbai.,Zhejiang Guobang Pharmaceutical Co Ltd,"No.6 Wei Wu Road, Hangzhou Gulf Sha Ngyu Economic And Technological Dev Elopment Zone, Zhejiang, China Zhe China",29,Shanghai,China
Jnpt,Innsa1,8445415,2025-02-19,29419090,Azithromycin Ip Azithromycin Ip,IP,1000,Kg,12033,139.27,Usd,24066000,,6674705,0395063981,Aquatic Remedies Ltd,"218/219, 2Nd Floor,Kailash Plaza,,Opp.Odeon Cinema, Vallabh Baug Lane","Ghatkopar East,Mumbai, Maharasthra",Cspc Ouyi Pharmaceutical Co Ltd,"No.88 Yangzi Road Economic & Techno Logical Development Zone Shijiazhua Ng Hebei , , China China",29,Shanghai,China
Jnpt,Innsa1,7922508,2025-01-22,29415000,Azithromycin Ip Azithromycin Ip,IP,1000,Kg,12033.56,138,Usd,24067112,,6675013,0389039101,Sevantilal And Sons,"Dwarkadas Buildg,2Nd Floor,74/83.,Mangaldas Rd,","Mumbai ,Maharashtra",Brilliant Pharmaceutical Ltd,"Office F, 32/F, Plaza 88 No 88 Yeun G Uk Road, Tsuen Wan, Nt, Hongkong, , China",29,Shanghai,China
Jnpt,Innsa1,2195433,2025-05-21,29415000,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,USP,1000,Kg,12096,140,Usd,14539.39,,2942,0310049415,Innova Captab Ltd,172-177 Tirupati Bhavan Rsc-1A Gorai-1 Borivali[W],Mumbai Maharashtra,Mdnf,Nf,29,Xingang (China),China
Jnpt,Innsa1,2195433,2025-05-21,29415000,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,USP,1000,Kg,12096,140,Usd,3133106,,633984,0310049415,Innova Captab Ltd,172-177 Tirupati Bhavan Rsc-1A Gorai-1 Borivali[W],Mumbai Maharashtra,Mdnf,Nf,29,Xingang (China),China
Jnpt,Innsa1,2195433,2025-05-21,29415000,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,USP,1000,Kg,12096,140,Usd,128894.98,,26081.9,0310049415,Innova Captab Ltd,172-177 Tirupati Bhavan Rsc-1A Gorai-1 Borivali[W],Mumbai Maharashtra,Mdnf,Nf,29,Xingang (China),China
Jnpt,Innsa1,2195433,2025-05-21,29415000,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,USP,1000,Kg,12096,140,Usd,2929965.75,,592878.5,0310049415,Innova Captab Ltd,172-177 Tirupati Bhavan Rsc-1A Gorai-1 Borivali[W],Mumbai Maharashtra,Mdnf,Nf,29,Xingang (China),China
Jnpt,Innsa1,2195433,2025-05-21,29415000,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,USP,1000,Kg,12096,140,Usd,1210362,,244916.8,0310049415,Innova Captab Ltd,172-177 Tirupati Bhavan Rsc-1A Gorai-1 Borivali[W],Mumbai Maharashtra,Mdnf,Nf,29,Xingang (China),China
Jnpt,Innsa1,7651108,2025-01-07,29419090,Azithromycin Ip Azithromycin Ip,IP,1000,Kg,12124,140,Usd,12124000,,3362591.5,0309064830,Sun Rise Enterprises,"Agarwal B2B Centre, 604 Kanchpada,Off Link Rd., Malad West,",Mumbai,Cspc Ouyi Pharmaceutical Co Ltd,"No.88 Yangzi Road, Economic And Tec Hnological Development Zone, Shijia Zhuang, Hebei, China , , China China",29,Shanghai,China
Jnpt,Innsa1,8803232,2025-03-10,29415000,Azithromycin Ip/Usp Azithromycin Ip/Usp,USP,1000,Kg,12126.26,138,Usd,12126257,,2453748,305082507,General Import Co India Pvt Ltd,"501-502,Amba Sadan,,Linking Road,Khar,","Mumbai,Maharashtra",Brilliant Pharmaceuticals Ltd,"Office,F,32/F, Plaza 88No.88 Yeung Uk Road, Tsuen Wan,Nt, Hong Kong Sdnf China",29,Shanghai,China
Bombay,Inbom4,8710647,2025-03-05,29415000,Azithromycin Ip (68 Drums) Azithromycin Ip (68 Drums),IP,1000,Kg,12135.83,138.3,Usd,20630902,,5721981,Adqfs8365M,Shah Tc Distribution Llp,"305 Aggarwal City Square,Manglam Place Rohini Sector 3",Delhi,Longchem Internationaltrading Co Ltd,"Unit 2 Of Lg 1,Mirror Tower,61 Mody Road, Tsim Sha Tsui, Kowloon Hong Kong Hong Kong",29,Shanghai - Pu Dong,China
Bombay,Inbom4,8710647,2025-03-05,29415000,Azithromycin Ip (68 Drums) Azithromycin Ip (68 Drums),IP,1000,Kg,12135.83,138.3,Usd,20630902,,5721981,Adqfs8365M,Shah Tc Distribution Llp,"305 Aggarwal City Square,Manglam Place Rohini Sector 3",Delhi,Longchem Internationaltrading Co Ltd,"Unit 2 Of Lg 1,Mirror Tower,61 Mody Road, Tsim Sha Tsui, Kowloon Hong Kong Hong Kong",29,Shanghai - Pu Dong,China
Bombay,Inbom4,8710647,2025-03-05,29415000,Azithromycin Ip (69 Drums) Azithromycin Ip (69 Drums),IP,1000,Kg,12135.83,138.3,Usd,20934298,,5806127.5,Adqfs8365M,Shah Tc Distribution Llp,"305 Aggarwal City Square,Manglam Place Rohini Sector 3",Delhi,Longchem Internationaltrading Co Ltd,"Unit 2 Of Lg 1,Mirror Tower,61 Mody Road, Tsim Sha Tsui, Kowloon Hong Kong Hong Kong",29,Shanghai - Pu Dong,China
Jnpt,Innsa1,0,2025-08-22,29415000,Azithromycin Ip,IP,1000,Kg,12136.83,138,Usd,24273668,,0,0389039101,Sevantilal And Sons,,,,,29,,China
